Frame,Timestamp,Track ID,Event,Metadata
4428,147.748,745,ZoneEntered,{'zone': 'Dining'}
4428,147.748,745,DiningStarted,{}
4428,147.748,745,TrackCreated,"{'bbox': [np.float32(672.02014), np.float32(394.03036), np.float32(864.4114), np.float32(589.9924)]}"
4428,147.748,745,RoleAssigned,{'role': 'Customer'}
4428,147.748,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4434,147.948,763,ZoneEntered,{'zone': 'Dining'}
4434,147.948,763,DiningStarted,{}
4434,147.948,763,TrackCreated,"{'bbox': [np.float32(520.9587), np.float32(630.49414), np.float32(682.4384), np.float32(719.6322)]}"
4434,147.948,763,RoleAssigned,{'role': 'Customer'}
4434,147.948,636,TrackRecovered,{'reason': 'Track re-associated'}
4434,147.948,745,TrackLost,{'reason': 'Lost tracking detection updates'}
4434,147.948,709,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.41}"
4434,147.948,709,DiningFinished,{'dwell': 7.41}
4434,147.948,709,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4434,147.948,709,TrackArchived,{'reason': 'Archiving track memory'}
4440,148.148,763,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4458,148.749,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4461,148.849,765,ZoneEntered,{'zone': 'Dining'}
4461,148.849,765,DiningStarted,{}
4461,148.849,765,TrackCreated,"{'bbox': [np.float32(828.7273), np.float32(283.86853), np.float32(932.5561), np.float32(397.65097)]}"
4461,148.849,765,RoleAssigned,{'role': 'Customer'}
4461,148.849,762,ZoneEntered,{'zone': 'Dining'}
4461,148.849,762,DiningStarted,{}
4461,148.849,762,TrackCreated,"{'bbox': [np.float32(961.342), np.float32(450.9879), np.float32(1128.621), np.float32(628.631)]}"
4461,148.849,762,RoleAssigned,{'role': 'Customer'}
4461,148.849,636,TrackRecovered,{'reason': 'Track re-associated'}
4464,148.949,745,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.2}"
4464,148.949,745,DiningFinished,{'dwell': 1.2}
4464,148.949,745,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4464,148.949,745,TrackArchived,{'reason': 'Archiving track memory'}
4464,148.949,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4467,149.049,765,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4467,149.049,762,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4470,149.149,636,TrackRecovered,{'reason': 'Track re-associated'}
4473,149.249,762,TrackLost,{'reason': 'Lost tracking detection updates'}
4476,149.349,762,TrackRecovered,{'reason': 'Track re-associated'}
4476,149.349,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4476,149.349,765,TrackLost,{'reason': 'Lost tracking detection updates'}
4479,149.449,636,TrackRecovered,{'reason': 'Track re-associated'}
4482,149.549,765,TrackRecovered,{'reason': 'Track re-associated'}
4482,149.549,742,TrackLost,{'reason': 'Lost tracking detection updates'}
4488,149.75,762,TrackLost,{'reason': 'Lost tracking detection updates'}
4488,149.75,765,TrackLost,{'reason': 'Lost tracking detection updates'}
4512,150.55,742,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.11}"
4512,150.55,742,DiningFinished,{'dwell': 7.11}
4512,150.55,742,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4512,150.55,742,TrackArchived,{'reason': 'Archiving track memory'}
4518,150.751,762,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.9}"
4518,150.751,762,DiningFinished,{'dwell': 1.9}
4518,150.751,762,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4518,150.751,762,TrackArchived,{'reason': 'Archiving track memory'}
4518,150.751,765,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.9}"
4518,150.751,765,DiningFinished,{'dwell': 1.9}
4518,150.751,765,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4518,150.751,765,TrackArchived,{'reason': 'Archiving track memory'}
4563,152.252,785,ZoneEntered,{'zone': 'Dining'}
4563,152.252,785,DiningStarted,{}
4563,152.252,785,TrackCreated,"{'bbox': [np.float32(1116.4602), np.float32(207.52135), np.float32(1160.1201), np.float32(264.59683)]}"
4563,152.252,785,RoleAssigned,{'role': 'Customer'}
4569,152.452,785,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4575,152.653,788,TrackCreated,"{'bbox': [np.float32(269.5177), np.float32(385.45856), np.float32(530.04767), np.float32(666.7012)]}"
4575,152.653,788,RoleAssigned,{'role': 'Customer'}
4575,152.653,785,TrackLost,{'reason': 'Lost tracking detection updates'}
4575,152.653,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4578,152.753,636,TrackRecovered,{'reason': 'Track re-associated'}
4578,152.753,785,TrackRecovered,{'reason': 'Track re-associated'}
4578,152.753,788,TrackLost,{'reason': 'Lost tracking detection updates'}
4581,152.853,787,ZoneEntered,{'zone': 'Dining'}
4581,152.853,787,DiningStarted,{}
4581,152.853,787,TrackCreated,"{'bbox': [np.float32(805.8097), np.float32(424.04034), np.float32(920.42267), np.float32(617.2026)]}"
4581,152.853,787,RoleAssigned,{'role': 'Customer'}
4581,152.853,788,TrackRecovered,{'reason': 'Track re-associated'}
4581,152.853,785,TrackLost,{'reason': 'Lost tracking detection updates'}
4581,152.853,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4584,152.953,636,TrackRecovered,{'reason': 'Track re-associated'}
4584,152.953,788,TrackLost,{'reason': 'Lost tracking detection updates'}
4587,153.053,787,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4605,153.654,794,ZoneEntered,{'zone': 'Dining'}
4605,153.654,794,DiningStarted,{}
4605,153.654,794,TrackCreated,"{'bbox': [np.float32(466.1841), np.float32(293.60947), np.float32(617.682), np.float32(513.05853)]}"
4605,153.654,794,RoleAssigned,{'role': 'Customer'}
4608,153.754,636,TrackLost,{'reason': 'Lost tracking detection updates'}
4608,153.754,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4611,153.854,794,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4611,153.854,787,TrackRecovered,{'reason': 'Track re-associated'}
4611,153.854,785,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.6}"
4611,153.854,785,DiningFinished,{'dwell': 1.6}
4611,153.854,785,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4611,153.854,785,TrackArchived,{'reason': 'Archiving track memory'}
4614,153.954,788,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4614,153.954,788,TrackArchived,{'reason': 'Archiving track memory'}
4620,154.154,794,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 0.5}"
4620,154.154,794,DiningFinished,{'dwell': 0.5}
4638,154.755,636,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 23.62}"
4638,154.755,636,DiningFinished,{'dwell': 23.62}
4638,154.755,636,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4638,154.755,636,TrackArchived,{'reason': 'Archiving track memory'}
4644,154.955,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4647,155.055,787,TrackRecovered,{'reason': 'Track re-associated'}
4656,155.355,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4662,155.555,787,TrackRecovered,{'reason': 'Track re-associated'}
4665,155.655,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4668,155.756,787,TrackRecovered,{'reason': 'Track re-associated'}
4671,155.856,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4677,156.056,787,TrackRecovered,{'reason': 'Track re-associated'}
4683,156.256,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4686,156.356,787,TrackRecovered,{'reason': 'Track re-associated'}
4713,157.257,763,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 9.31}"
4713,157.257,763,DiningFinished,{'dwell': 9.31}
4725,157.657,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4728,157.758,787,TrackRecovered,{'reason': 'Track re-associated'}
4728,157.758,645,TrackLost,{'reason': 'Lost tracking detection updates'}
4731,157.858,645,TrackRecovered,{'reason': 'Track re-associated'}
4737,158.058,763,ZoneEntered,{'zone': 'Dining'}
4737,158.058,763,DiningStarted,{}
4749,158.458,824,ZoneEntered,{'zone': 'Entrance'}
4749,158.458,824,EnteredRestaurant,{}
4749,158.458,824,TrackCreated,"{'bbox': [np.float32(34.6651), np.float32(500.57925), np.float32(208.79874), np.float32(621.4999)]}"
4749,158.458,824,RoleAssigned,{'role': 'Customer'}
4755,158.659,824,TrackLost,{'reason': 'Lost tracking detection updates'}
4755,158.659,645,TrackLost,{'reason': 'Lost tracking detection updates'}
4761,158.859,645,TrackRecovered,{'reason': 'Track re-associated'}
4761,158.859,645,ZoneEntered,{'zone': 'Kitchen'}
4761,158.859,794,TrackLost,{'reason': 'Lost tracking detection updates'}
4764,158.959,794,TrackRecovered,{'reason': 'Track re-associated'}
4764,158.959,645,TrackLost,{'reason': 'Lost tracking detection updates'}
4767,159.059,824,TrackRecovered,{'reason': 'Track re-associated'}
4767,159.059,645,TrackRecovered,{'reason': 'Track re-associated'}
4770,159.159,824,TrackLost,{'reason': 'Lost tracking detection updates'}
4770,159.159,645,TrackLost,{'reason': 'Lost tracking detection updates'}
4785,159.66,829,TrackCreated,"{'bbox': [np.float32(240.48148), np.float32(277.10715), np.float32(424.00552), np.float32(549.46375)]}"
4785,159.66,829,RoleAssigned,{'role': 'Customer'}
4785,159.66,824,TrackRecovered,{'reason': 'Track re-associated'}
4788,159.76,824,TrackLost,{'reason': 'Lost tracking detection updates'}
4788,159.76,829,TrackLost,{'reason': 'Lost tracking detection updates'}
4797,160.06,829,TrackRecovered,{'reason': 'Track re-associated'}
4800,160.16,763,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.1}"
4800,160.16,763,DiningFinished,{'dwell': 2.1}
4800,160.16,645,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 1.3}"
4800,160.16,645,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4800,160.16,645,TrackArchived,{'reason': 'Archiving track memory'}
4806,160.36,794,TrackLost,{'reason': 'Lost tracking detection updates'}
4812,160.56,763,ZoneEntered,{'zone': 'Dining'}
4812,160.56,763,DiningStarted,{}
4812,160.56,835,ZoneEntered,{'zone': 'Dining'}
4812,160.56,835,DiningStarted,{}
4812,160.56,835,TrackCreated,"{'bbox': [np.float32(1012.7388), np.float32(422.19553), np.float32(1125.6501), np.float32(620.2531)]}"
4812,160.56,835,RoleAssigned,{'role': 'Customer'}
4818,160.761,835,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4818,160.761,824,ZoneExited,"{'zone': 'Entrance', 'dwell_seconds': 2.3}"
4818,160.761,824,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4818,160.761,824,TrackArchived,{'reason': 'Archiving track memory'}
4827,161.061,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4836,161.361,794,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4836,161.361,794,TrackArchived,{'reason': 'Archiving track memory'}
4836,161.361,829,TrackLost,{'reason': 'Lost tracking detection updates'}
4839,161.461,835,TrackRecovered,{'reason': 'Track re-associated'}
4848,161.762,840,ZoneEntered,{'zone': 'Dining'}
4848,161.762,840,DiningStarted,{}
4848,161.762,840,TrackCreated,"{'bbox': [np.float32(1034.1018), np.float32(240.30496), np.float32(1126.9287), np.float32(332.87854)]}"
4848,161.762,840,RoleAssigned,{'role': 'Customer'}
4854,161.962,840,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4854,161.962,829,TrackRecovered,{'reason': 'Track re-associated'}
4854,161.962,829,ZoneEntered,{'zone': 'Kitchen'}
4854,161.962,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4863,162.262,835,TrackRecovered,{'reason': 'Track re-associated'}
4863,162.262,840,TrackLost,{'reason': 'Lost tracking detection updates'}
4869,162.462,840,TrackRecovered,{'reason': 'Track re-associated'}
4872,162.562,840,TrackLost,{'reason': 'Lost tracking detection updates'}
4872,162.562,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4875,162.662,835,TrackRecovered,{'reason': 'Track re-associated'}
4881,162.863,845,ZoneEntered,{'zone': 'Dining'}
4881,162.863,845,DiningStarted,{}
4881,162.863,845,TrackCreated,"{'bbox': [np.float32(1050.3605), np.float32(284.99417), np.float32(1110.2046), np.float32(379.1181)]}"
4881,162.863,845,RoleAssigned,{'role': 'Customer'}
4881,162.863,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4887,163.063,845,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4887,163.063,835,TrackRecovered,{'reason': 'Track re-associated'}
4902,163.563,840,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.8}"
4902,163.563,840,DiningFinished,{'dwell': 1.8}
4902,163.563,840,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4902,163.563,840,TrackArchived,{'reason': 'Archiving track memory'}
4908,163.764,829,TrackLost,{'reason': 'Lost tracking detection updates'}
4911,163.864,845,TrackLost,{'reason': 'Lost tracking detection updates'}
4917,164.064,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4926,164.364,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4929,164.464,787,TrackRecovered,{'reason': 'Track re-associated'}
4938,164.765,829,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 2.8}"
4938,164.765,829,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4938,164.765,829,TrackArchived,{'reason': 'Archiving track memory'}
4941,164.865,860,ZoneEntered,{'zone': 'Kitchen'}
4941,164.865,860,TrackCreated,"{'bbox': [np.float32(190.564), np.float32(491.498), np.float32(299.96408), np.float32(645.8706)]}"
4941,164.865,860,RoleAssigned,{'role': 'Customer'}
4941,164.865,845,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.0}"
4941,164.865,845,DiningFinished,{'dwell': 2.0}
4941,164.865,845,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
4941,164.865,845,TrackArchived,{'reason': 'Archiving track memory'}
4944,164.965,835,TrackRecovered,{'reason': 'Track re-associated'}
4944,164.965,787,TrackLost,{'reason': 'Lost tracking detection updates'}
4947,165.065,860,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4947,165.065,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4950,165.165,787,TrackRecovered,{'reason': 'Track re-associated'}
4956,165.365,835,TrackRecovered,{'reason': 'Track re-associated'}
4956,165.365,860,TrackLost,{'reason': 'Lost tracking detection updates'}
4965,165.666,860,TrackRecovered,{'reason': 'Track re-associated'}
4968,165.766,835,TrackLost,{'reason': 'Lost tracking detection updates'}
4968,165.766,860,TrackLost,{'reason': 'Lost tracking detection updates'}
4971,165.866,835,TrackRecovered,{'reason': 'Track re-associated'}
4971,165.866,860,TrackRecovered,{'reason': 'Track re-associated'}
4971,165.866,763,TrackLost,{'reason': 'Lost tracking detection updates'}
4974,165.966,763,TrackRecovered,{'reason': 'Track re-associated'}
4977,166.066,870,ZoneEntered,{'zone': 'Dining'}
4977,166.066,870,DiningStarted,{}
4977,166.066,870,TrackCreated,"{'bbox': [np.float32(966.88226), np.float32(230.58017), np.float32(1063.2356), np.float32(345.7853)]}"
4977,166.066,870,RoleAssigned,{'role': 'Customer'}
4977,166.066,871,ZoneEntered,{'zone': 'Kitchen'}
4977,166.066,871,TrackCreated,"{'bbox': [np.float32(128.049), np.float32(419.26758), np.float32(386.75592), np.float32(620.4687)]}"
4977,166.066,871,RoleAssigned,{'role': 'Customer'}
4977,166.066,860,TrackLost,{'reason': 'Lost tracking detection updates'}
4980,166.166,763,TrackLost,{'reason': 'Lost tracking detection updates'}
4983,166.266,870,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4983,166.266,871,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
4983,166.266,763,TrackRecovered,{'reason': 'Track re-associated'}
4986,166.366,867,ZoneEntered,{'zone': 'Dining'}
4986,166.366,867,DiningStarted,{}
4986,166.366,867,TrackCreated,"{'bbox': [np.float32(837.8073), np.float32(420.33633), np.float32(945.1427), np.float32(534.49115)]}"
4986,166.366,867,RoleAssigned,{'role': 'Customer'}
4989,166.466,763,TrackLost,{'reason': 'Lost tracking detection updates'}
4992,166.566,763,TrackRecovered,{'reason': 'Track re-associated'}
4992,166.566,867,TrackLost,{'reason': 'Lost tracking detection updates'}
5001,166.867,835,TrackLost,{'reason': 'Lost tracking detection updates'}
5001,166.867,763,TrackLost,{'reason': 'Lost tracking detection updates'}
5004,166.967,835,TrackRecovered,{'reason': 'Track re-associated'}
5007,167.067,860,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 2.2}"
5007,167.067,860,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5007,167.067,860,TrackArchived,{'reason': 'Archiving track memory'}
5010,167.167,867,TrackRecovered,{'reason': 'Track re-associated'}
5010,167.167,763,TrackRecovered,{'reason': 'Track re-associated'}
5013,167.267,867,TrackLost,{'reason': 'Lost tracking detection updates'}
5019,167.467,867,TrackRecovered,{'reason': 'Track re-associated'}
5019,167.467,835,TrackLost,{'reason': 'Lost tracking detection updates'}
5022,167.567,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5022,167.567,871,TrackLost,{'reason': 'Lost tracking detection updates'}
5028,167.768,787,TrackRecovered,{'reason': 'Track re-associated'}
5031,167.868,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5034,167.968,884,ZoneEntered,{'zone': 'Kitchen'}
5034,167.968,884,TrackCreated,"{'bbox': [np.float32(171.45866), np.float32(446.42792), np.float32(353.87247), np.float32(615.28906)]}"
5034,167.968,884,RoleAssigned,{'role': 'Customer'}
5034,167.968,787,TrackRecovered,{'reason': 'Track re-associated'}
5034,167.968,867,TrackLost,{'reason': 'Lost tracking detection updates'}
5040,168.168,884,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5046,168.368,763,TrackLost,{'reason': 'Lost tracking detection updates'}
5049,168.468,763,TrackRecovered,{'reason': 'Track re-associated'}
5049,168.468,835,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.91}"
5049,168.468,835,DiningFinished,{'dwell': 7.91}
5049,168.468,835,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5049,168.468,835,TrackArchived,{'reason': 'Archiving track memory'}
5049,168.468,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5049,168.468,884,TrackLost,{'reason': 'Lost tracking detection updates'}
5052,168.568,886,ZoneEntered,{'zone': 'Kitchen'}
5052,168.568,886,TrackCreated,"{'bbox': [np.float32(239.96103), np.float32(354.88773), np.float32(399.7227), np.float32(585.6179)]}"
5052,168.568,886,RoleAssigned,{'role': 'Customer'}
5052,168.568,787,TrackRecovered,{'reason': 'Track re-associated'}
5052,168.568,871,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 2.5}"
5052,168.568,871,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5052,168.568,871,TrackArchived,{'reason': 'Archiving track memory'}
5055,168.668,886,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 0.1}"
5058,168.769,886,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5058,168.769,870,TrackLost,{'reason': 'Lost tracking detection updates'}
5061,168.869,885,ZoneEntered,{'zone': 'Dining'}
5061,168.869,885,DiningStarted,{}
5061,168.869,885,TrackCreated,"{'bbox': [np.float32(1136.9811), np.float32(425.42987), np.float32(1238.8938), np.float32(525.6904)]}"
5061,168.869,885,RoleAssigned,{'role': 'Customer'}
5061,168.869,763,TrackLost,{'reason': 'Lost tracking detection updates'}
5064,168.969,867,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.6}"
5064,168.969,867,DiningFinished,{'dwell': 2.6}
5064,168.969,867,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5064,168.969,867,TrackArchived,{'reason': 'Archiving track memory'}
5064,168.969,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5064,168.969,885,TrackLost,{'reason': 'Lost tracking detection updates'}
5067,169.069,763,TrackRecovered,{'reason': 'Track re-associated'}
5070,169.169,787,TrackRecovered,{'reason': 'Track re-associated'}
5073,169.269,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5076,169.369,787,TrackRecovered,{'reason': 'Track re-associated'}
5076,169.369,886,TrackLost,{'reason': 'Lost tracking detection updates'}
5079,169.469,886,TrackRecovered,{'reason': 'Track re-associated'}
5079,169.469,763,TrackLost,{'reason': 'Lost tracking detection updates'}
5079,169.469,884,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 1.5}"
5079,169.469,884,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5079,169.469,884,TrackArchived,{'reason': 'Archiving track memory'}
5082,169.569,888,ZoneEntered,{'zone': 'Kitchen'}
5082,169.569,888,TrackCreated,"{'bbox': [np.float32(177.81519), np.float32(117.64632), np.float32(255.08974), np.float32(386.35983)]}"
5082,169.569,888,RoleAssigned,{'role': 'Customer'}
5082,169.569,886,TrackLost,{'reason': 'Lost tracking detection updates'}
5085,169.669,886,TrackRecovered,{'reason': 'Track re-associated'}
5085,169.669,886,ZoneEntered,{'zone': 'Dining'}
5085,169.669,886,DiningStarted,{}
5088,169.77,888,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5088,169.77,870,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 3.7}"
5088,169.77,870,DiningFinished,{'dwell': 3.7}
5088,169.77,870,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5088,169.77,870,TrackArchived,{'reason': 'Archiving track memory'}
5094,169.97,885,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.1}"
5094,169.97,885,DiningFinished,{'dwell': 1.1}
5094,169.97,885,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5094,169.97,885,TrackArchived,{'reason': 'Archiving track memory'}
5100,170.17,898,ZoneEntered,{'zone': 'Dining'}
5100,170.17,898,DiningStarted,{}
5100,170.17,898,TrackCreated,"{'bbox': [np.float32(1084.0499), np.float32(363.04843), np.float32(1193.6608), np.float32(484.59875)]}"
5100,170.17,898,RoleAssigned,{'role': 'Customer'}
5100,170.17,886,TrackLost,{'reason': 'Lost tracking detection updates'}
5103,170.27,886,TrackRecovered,{'reason': 'Track re-associated'}
5103,170.27,898,TrackLost,{'reason': 'Lost tracking detection updates'}
5106,170.37,898,TrackRecovered,{'reason': 'Track re-associated'}
5106,170.37,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5106,170.37,886,TrackLost,{'reason': 'Lost tracking detection updates'}
5109,170.47,787,TrackRecovered,{'reason': 'Track re-associated'}
5109,170.47,763,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 9.91}"
5109,170.47,763,DiningFinished,{'dwell': 9.91}
5109,170.47,763,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5109,170.47,763,TrackArchived,{'reason': 'Archiving track memory'}
5112,170.57,787,TrackLost,{'reason': 'Lost tracking detection updates'}
5118,170.771,903,ZoneEntered,{'zone': 'Dining'}
5118,170.771,903,DiningStarted,{}
5118,170.771,903,TrackCreated,"{'bbox': [np.float32(1063.2042), np.float32(304.21365), np.float32(1148.1838), np.float32(386.2557)]}"
5118,170.771,903,RoleAssigned,{'role': 'Customer'}
5118,170.771,898,TrackLost,{'reason': 'Lost tracking detection updates'}
5124,170.971,903,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5124,170.971,905,ZoneEntered,{'zone': 'Dining'}
5124,170.971,905,DiningStarted,{}
5124,170.971,905,TrackCreated,"{'bbox': [np.float32(1118.619), np.float32(207.81017), np.float32(1158.3796), np.float32(261.49612)]}"
5124,170.971,905,RoleAssigned,{'role': 'Customer'}
5130,171.171,905,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5133,171.271,888,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 1.7}"
5136,171.371,886,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.7}"
5136,171.371,886,DiningFinished,{'dwell': 1.7}
5136,171.371,886,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5136,171.371,886,TrackArchived,{'reason': 'Archiving track memory'}
5139,171.471,903,TrackLost,{'reason': 'Lost tracking detection updates'}
5142,171.571,908,ZoneEntered,{'zone': 'Dining'}
5142,171.571,908,DiningStarted,{}
5142,171.571,908,TrackCreated,"{'bbox': [np.float32(1089.9039), np.float32(303.9208), np.float32(1147.3271), np.float32(366.10657)]}"
5142,171.571,908,RoleAssigned,{'role': 'Customer'}
5142,171.571,787,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 18.72}"
5142,171.571,787,DiningFinished,{'dwell': 18.72}
5142,171.571,787,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5142,171.571,787,TrackArchived,{'reason': 'Archiving track memory'}
5148,171.772,908,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5148,171.772,898,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.6}"
5148,171.772,898,DiningFinished,{'dwell': 1.6}
5148,171.772,898,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5148,171.772,898,TrackArchived,{'reason': 'Archiving track memory'}
5160,172.172,905,TrackLost,{'reason': 'Lost tracking detection updates'}
5169,172.472,916,ZoneEntered,{'zone': 'Dining'}
5169,172.472,916,DiningStarted,{}
5169,172.472,916,TrackCreated,"{'bbox': [np.float32(988.77856), np.float32(330.08334), np.float32(1178.108), np.float32(508.18973)]}"
5169,172.472,916,RoleAssigned,{'role': 'Customer'}
5169,172.472,903,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.7}"
5169,172.472,903,DiningFinished,{'dwell': 1.7}
5169,172.472,903,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
5169,172.472,903,TrackArchived,{'reason': 'Archiving track memory'}
5175,172.673,916,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5175,172.673,918,ZoneEntered,{'zone': 'Dining'}
5175,172.673,918,DiningStarted,{}
5175,172.673,918,TrackCreated,"{'bbox': [np.float32(799.2282), np.float32(419.87686), np.float32(926.4704), np.float32(614.7455)]}"
5175,172.673,918,RoleAssigned,{'role': 'Customer'}
5175,172.673,905,TrackRecovered,{'reason': 'Track re-associated'}
5178,172.773,916,TrackLost,{'reason': 'Lost tracking detection updates'}
5181,172.873,918,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5181,172.873,915,ZoneEntered,{'zone': 'Dining'}
5181,172.873,915,DiningStarted,{}
5181,172.873,915,TrackCreated,"{'bbox': [np.float32(954.0532), np.float32(451.88425), np.float32(1119.9236), np.float32(622.10516)]}"
5181,172.873,915,RoleAssigned,{'role': 'Customer'}
5181,172.873,916,TrackRecovered,{'reason': 'Track re-associated'}
5187,173.073,915,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
5193,173.273,915,TrackLost,{'reason': 'Lost tracking detection updates'}
5196,173.373,915,TrackRecovered,{'reason': 'Track re-associated'}
5199,173.473,916,TrackLost,{'reason': 'Lost tracking detection updates'}
5214,173.974,918,TrackLost,{'reason': 'Lost tracking detection updates'}
5217,174.074,918,TrackRecovered,{'reason': 'Track re-associated'}
5217,174.074,888,TrackLost,{'reason': 'Lost tracking detection updates'}
5217,174.074,908,TrackLost,{'reason': 'Lost tracking detection updates'}
5220,174.174,888,TrackRecovered,{'reason': 'Track re-associated'}
5220,174.174,888,ZoneEntered,{'zone': 'Dining'}
5220,174.174,888,DiningStarted,{}
5220,174.174,918,TrackLost,{'reason': 'Lost tracking detection updates'}
5223,174.274,908,TrackRecovered,{'reason': 'Track re-associated'}
5223,174.274,918,TrackRecovered,{'reason': 'Track re-associated'}
