frame,timestamp,Entrance,Waiting,Reception,Dining,Kitchen
315,10.51,0,1,0,4,5
316,10.54,0,1,0,4,5
317,10.58,0,1,0,2,5
318,10.61,0,1,0,2,5
319,10.64,0,1,0,2,5
320,10.68,0,1,0,2,2
321,10.71,0,1,0,3,1
322,10.74,0,1,0,3,2
323,10.78,0,1,0,2,3
324,10.81,0,1,0,2,3
325,10.84,0,1,0,2,3
326,10.88,0,1,0,2,3
327,10.91,0,1,0,2,5
328,10.94,0,1,0,2,5
329,10.98,0,1,0,2,4
330,11.01,0,1,0,2,4
331,11.04,0,1,0,2,4
332,11.08,0,1,0,2,3
333,11.11,0,1,0,2,4
334,11.14,0,1,0,2,4
335,11.18,0,1,0,2,3
336,11.21,0,1,0,2,4
337,11.24,0,1,0,2,4
338,11.28,0,1,0,2,5
339,11.31,0,1,0,2,6
340,11.34,0,1,0,2,6
341,11.38,0,1,0,2,4
342,11.41,0,1,0,3,5
343,11.44,0,1,0,3,4
344,11.48,0,1,0,2,3
345,11.51,0,1,0,2,3
346,11.54,0,1,0,2,3
347,11.58,0,1,0,2,4
348,11.61,0,1,0,2,4
349,11.64,0,1,0,2,4
350,11.68,0,1,0,2,4
351,11.71,0,1,0,2,3
352,11.75,0,1,0,2,5
353,11.78,0,1,0,2,5
354,11.81,0,1,0,2,1
355,11.85,0,1,0,2,2
356,11.88,0,1,0,2,2
357,11.91,0,1,0,2,2
358,11.95,0,1,0,2,2
359,11.98,0,1,0,2,2
360,12.01,0,1,0,2,2
361,12.05,0,1,0,2,2
362,12.08,0,1,0,2,2
363,12.11,0,1,0,2,3
364,12.15,0,1,0,2,3
365,12.18,0,1,0,2,3
366,12.21,0,1,0,2,4
367,12.25,0,1,0,2,4
368,12.28,0,1,0,2,4
369,12.31,0,1,0,1,4
370,12.35,0,1,0,1,4
371,12.38,0,1,0,1,4
372,12.41,0,1,0,1,4
373,12.45,0,1,0,1,4
374,12.48,0,1,0,1,4
375,12.51,0,1,0,1,7
376,12.55,0,1,0,1,7
377,12.58,0,1,0,1,6
378,12.61,0,1,0,1,5
379,12.65,0,1,0,1,5
380,12.68,0,1,0,1,5
381,12.71,0,1,0,1,5
382,12.75,0,1,0,1,6
383,12.78,0,1,0,1,6
384,12.81,0,1,0,1,6
385,12.85,0,1,0,1,6
386,12.88,0,1,0,1,6
387,12.91,0,1,0,1,6
388,12.95,0,1,0,1,6
389,12.98,0,1,0,1,6
390,13.01,0,1,0,1,5
391,13.05,0,1,0,1,5
392,13.08,0,1,0,1,5
393,13.11,0,1,0,1,4
394,13.15,0,1,0,1,5
395,13.18,0,1,0,1,5
396,13.21,0,1,0,1,4
397,13.25,0,1,0,1,6
398,13.28,0,1,0,1,6
399,13.31,0,1,0,1,6
400,13.35,0,1,0,1,6
401,13.38,0,1,0,1,6
402,13.41,0,1,0,1,5
403,13.45,0,1,0,1,6
404,13.48,0,1,0,1,6
405,13.51,0,1,0,1,4
406,13.55,0,1,0,1,3
407,13.58,0,1,0,1,4
408,13.61,0,1,0,1,4
409,13.65,0,1,0,1,5
410,13.68,0,1,0,1,5
411,13.71,0,1,0,1,5
412,13.75,0,1,0,1,5
413,13.78,0,1,0,1,5
414,13.81,0,1,0,1,4
415,13.85,0,1,0,1,5
416,13.88,0,1,0,1,5
417,13.91,0,1,0,1,4
418,13.95,0,1,0,1,6
419,13.98,0,1,0,1,6
420,14.01,0,1,0,1,5
421,14.05,0,1,0,1,5
422,14.08,0,1,0,1,5
423,14.11,0,1,0,1,4
424,14.15,0,1,0,1,4
425,14.18,0,1,0,1,4
426,14.21,0,1,0,1,5
427,14.25,0,1,0,1,5
428,14.28,0,1,0,1,5
429,14.31,0,1,0,1,6
430,14.35,0,1,0,1,6
431,14.38,0,1,0,1,6
432,14.41,0,1,0,1,6
433,14.45,0,1,0,1,5
434,14.48,0,1,0,1,7
435,14.51,0,1,0,1,7
436,14.55,0,1,0,0,8
437,14.58,0,1,0,0,7
438,14.61,0,1,0,0,8
439,14.65,0,1,0,1,6
440,14.68,0,1,0,1,6
441,14.71,0,1,0,1,7
442,14.75,0,1,0,1,7
443,14.78,0,1,0,1,7
444,14.81,0,1,0,1,7
445,14.85,0,1,0,0,7
446,14.88,0,1,0,1,7
447,14.91,0,1,0,1,7
448,14.95,0,1,0,1,6
449,14.98,0,1,0,1,6
450,15.02,0,1,0,1,6
451,15.05,0,1,0,0,6
452,15.08,0,1,0,0,6
453,15.12,0,1,0,0,6
454,15.15,0,1,0,1,4
455,15.18,0,1,0,1,4
456,15.22,0,1,0,1,4
457,15.25,0,1,0,2,5
458,15.28,0,1,0,2,5
459,15.32,0,1,0,2,5
460,15.35,0,1,0,2,5
461,15.38,0,1,0,2,5
462,15.42,0,1,0,2,5
463,15.45,0,1,0,1,6
464,15.48,0,1,0,1,6
465,15.52,0,1,0,1,6
466,15.55,0,1,0,2,5
467,15.58,0,1,0,2,5
468,15.62,0,1,0,2,5
469,15.65,0,1,0,2,4
470,15.68,0,1,0,2,4
471,15.72,0,1,0,2,4
472,15.75,0,1,0,2,4
473,15.78,0,1,0,2,6
474,15.82,0,1,0,2,6
475,15.85,0,1,0,2,6
476,15.88,0,1,0,2,6
477,15.92,0,1,0,2,7
478,15.95,0,1,0,2,6
479,15.98,0,1,0,2,6
480,16.02,0,1,0,2,6
481,16.05,0,1,0,1,4
482,16.08,0,1,0,1,4
483,16.12,0,1,0,1,4
484,16.15,0,1,0,1,4
485,16.18,0,1,0,1,4
486,16.22,0,1,0,1,4
487,16.25,0,1,0,1,4
488,16.28,0,1,0,1,4
489,16.32,0,1,0,1,4
490,16.35,0,1,0,1,3
491,16.38,0,1,0,1,3
492,16.42,0,1,0,1,3
493,16.45,0,1,0,1,4
494,16.48,0,1,0,1,5
495,16.52,0,1,0,1,5
496,16.55,0,1,0,1,5
497,16.58,0,1,0,1,5
498,16.62,0,1,0,1,5
499,16.65,0,1,0,1,5
500,16.68,0,1,0,1,5
501,16.72,0,1,0,1,5
502,16.75,0,1,0,1,5
503,16.78,0,1,0,1,5
504,16.82,0,1,0,1,5
505,16.85,0,1,0,1,5
506,16.88,0,1,0,1,5
507,16.92,0,1,0,1,5
508,16.95,0,1,0,1,5
509,16.98,0,1,0,1,5
510,17.02,0,1,0,1,5
511,17.05,0,1,0,1,5
512,17.08,0,1,0,1,5
513,17.12,0,1,0,1,5
514,17.15,0,1,0,1,5
515,17.18,0,2,0,1,5
516,17.22,0,2,0,1,5
517,17.25,0,1,0,1,5
518,17.28,0,1,0,1,5
519,17.32,0,1,0,1,5
520,17.35,0,1,0,1,5
521,17.38,0,1,0,1,5
522,17.42,0,1,0,1,5
523,17.45,0,1,0,1,5
524,17.48,0,1,0,1,4
525,17.52,0,1,0,1,5
526,17.55,0,1,0,1,5
527,17.58,0,1,0,1,6
528,17.62,0,1,0,1,6
529,17.65,0,1,0,1,6
530,17.68,0,1,0,2,4
531,17.72,0,1,0,2,4
532,17.75,0,1,0,2,4
533,17.78,0,1,0,2,5
534,17.82,0,1,0,2,5
535,17.85,0,1,0,2,5
536,17.88,0,1,0,2,4
537,17.92,0,1,0,2,4
538,17.95,0,1,0,2,4
539,17.98,0,2,0,2,4
540,18.02,0,2,0,2,4
541,18.05,0,1,0,2,4
542,18.08,0,1,0,2,4
543,18.12,0,1,0,2,4
544,18.15,0,1,0,2,4
545,18.18,0,1,0,2,3
546,18.22,0,1,0,2,3
547,18.25,0,1,0,2,3
548,18.28,0,1,0,2,3
549,18.32,0,1,0,2,3
550,18.35,0,1,0,2,3
551,18.39,0,1,0,2,3
552,18.42,0,1,0,2,3
553,18.45,0,1,0,2,3
554,18.49,0,1,0,2,3
555,18.52,0,1,0,1,4
556,18.55,0,1,0,1,3
557,18.59,0,1,0,2,3
558,18.62,0,1,0,2,3
559,18.65,0,1,0,2,3
560,18.69,0,1,0,2,3
561,18.72,0,1,0,2,4
562,18.75,0,1,0,2,2
563,18.79,0,1,0,2,3
564,18.82,0,1,0,2,3
565,18.85,0,1,0,2,3
566,18.89,0,1,0,2,3
567,18.92,0,1,0,2,3
568,18.95,0,1,0,2,3
569,18.99,0,1,0,2,3
570,19.02,0,1,0,2,3
571,19.05,0,1,0,2,3
572,19.09,0,1,0,2,3
573,19.12,0,1,0,2,3
574,19.15,0,1,0,2,3
575,19.19,0,1,0,2,3
576,19.22,0,1,0,2,4
577,19.25,0,1,0,2,4
578,19.29,0,1,0,2,3
579,19.32,0,1,0,1,4
580,19.35,0,1,0,1,4
581,19.39,0,1,0,1,4
582,19.42,0,1,0,1,4
583,19.45,0,1,0,1,4
584,19.49,0,1,0,2,4
585,19.52,0,1,0,2,4
586,19.55,0,1,0,2,4
587,19.59,0,1,0,2,4
588,19.62,0,1,0,2,3
589,19.65,0,1,0,2,3
590,19.69,0,1,0,2,4
591,19.72,0,1,0,2,4
592,19.75,0,1,0,2,4
593,19.79,0,1,0,2,4
594,19.82,0,2,0,2,4
595,19.85,0,2,0,2,4
596,19.89,0,1,0,2,3
597,19.92,0,1,0,2,3
598,19.95,0,1,0,2,3
599,19.99,0,1,0,2,3
600,20.02,0,1,0,2,3
601,20.05,0,1,0,2,3
602,20.09,0,1,0,2,4
603,20.12,0,1,0,2,4
604,20.15,0,1,0,2,4
605,20.19,0,1,0,1,5
606,20.22,0,1,0,2,4
607,20.25,0,1,0,2,4
608,20.29,0,1,0,1,4
609,20.32,0,1,0,1,3
610,20.35,0,1,0,1,4
611,20.39,0,1,0,1,3
612,20.42,0,1,0,1,3
613,20.45,0,1,0,1,3
614,20.49,0,1,0,1,3
615,20.52,0,1,0,2,3
616,20.55,0,1,0,2,3
617,20.59,0,1,0,2,3
618,20.62,0,1,0,1,3
619,20.65,0,1,0,1,3
620,20.69,0,1,0,1,3
621,20.72,0,1,0,1,4
622,20.75,0,1,0,1,4
623,20.79,0,1,0,1,4
624,20.82,0,1,0,1,4
625,20.85,0,1,0,2,3
626,20.89,0,1,0,2,3
627,20.92,0,1,0,2,4
628,20.95,0,1,0,2,4
629,20.99,0,1,0,2,4
630,21.02,0,1,0,2,3
631,21.05,0,2,0,2,4
632,21.09,0,2,0,2,4
633,21.12,0,1,0,2,3
634,21.15,0,1,0,2,3
635,21.19,0,1,0,2,3
636,21.22,0,1,0,2,3
637,21.25,0,1,0,2,3
638,21.29,0,1,0,2,3
639,21.32,0,2,0,2,4
640,21.35,0,2,0,2,4
641,21.39,0,2,0,1,4
642,21.42,0,1,0,1,3
643,21.45,0,1,0,1,3
644,21.49,0,1,0,1,3
645,21.52,0,2,0,1,3
646,21.55,0,2,0,1,3
647,21.59,0,1,0,1,3
648,21.62,0,1,0,1,4
649,21.65,0,1,0,1,4
650,21.69,0,1,0,1,4
651,21.72,0,1,0,2,3
652,21.76,0,1,0,2,4
653,21.79,0,1,0,2,4
654,21.82,0,1,0,1,4
655,21.86,0,1,0,1,4
656,21.89,0,1,0,1,4
657,21.92,0,1,0,1,4
658,21.96,0,1,0,1,4
659,21.99,0,1,0,1,4
660,22.02,0,1,0,1,4
661,22.06,0,1,0,1,4
662,22.09,0,1,0,1,4
663,22.12,0,1,0,1,3
664,22.16,0,1,0,1,4
665,22.19,0,1,0,1,4
666,22.22,0,1,0,1,3
667,22.26,0,1,0,1,4
668,22.29,0,1,0,1,5
669,22.32,0,1,0,1,5
670,22.36,0,1,0,1,5
671,22.39,0,1,0,1,5
672,22.42,0,1,0,1,4
673,22.46,0,1,0,1,5
674,22.49,0,1,0,1,5
675,22.52,0,1,0,1,6
676,22.56,0,1,0,1,6
677,22.59,0,1,0,1,7
678,22.62,0,1,0,1,5
679,22.66,0,1,0,1,5
680,22.69,0,1,0,1,6
681,22.72,0,1,0,1,6
682,22.76,0,1,0,1,6
683,22.79,0,1,0,1,6
684,22.82,0,1,0,1,6
685,22.86,0,1,0,1,6
686,22.89,0,1,0,1,6
687,22.92,0,1,0,1,5
688,22.96,0,1,0,1,6
689,22.99,0,1,0,1,6
690,23.02,0,1,0,1,5
691,23.06,0,1,0,1,5
692,23.09,0,1,0,1,5
693,23.12,0,1,0,1,5
694,23.16,0,1,0,1,5
695,23.19,0,1,0,1,5
696,23.22,0,1,0,1,5
697,23.26,0,1,0,1,5
698,23.29,0,1,0,1,7
699,23.32,0,1,0,1,6
700,23.36,0,1,0,1,6
701,23.39,0,1,0,1,6
702,23.42,0,1,0,1,6
703,23.46,0,1,0,1,5
704,23.49,0,1,0,1,5
705,23.52,0,1,0,1,5
706,23.56,0,1,0,1,5
707,23.59,0,1,0,1,5
708,23.62,0,1,0,1,5
709,23.66,0,1,0,1,5
710,23.69,0,1,0,1,5
711,23.72,0,1,0,1,5
712,23.76,0,1,0,1,5
713,23.79,0,1,0,1,5
714,23.82,0,1,0,1,6
715,23.86,0,1,0,1,6
716,23.89,0,1,0,1,6
717,23.92,0,1,0,1,6
718,23.96,0,1,0,1,4
719,23.99,0,1,0,1,4
720,24.02,0,1,0,1,4
721,24.06,0,1,0,1,3
722,24.09,0,2,0,1,3
723,24.12,0,2,0,1,3
724,24.16,0,2,0,1,4
725,24.19,0,2,0,1,4
726,24.22,0,2,0,1,4
727,24.26,0,1,0,1,5
728,24.29,0,0,0,1,4
729,24.32,0,0,0,1,4
730,24.36,0,0,0,1,4
731,24.39,0,0,0,1,4
732,24.42,0,0,0,1,4
733,24.46,0,0,0,1,4
734,24.49,0,0,0,1,4
735,24.52,0,0,0,1,4
736,24.56,0,1,0,1,3
737,24.59,0,1,0,1,3
738,24.62,0,1,0,1,3
739,24.66,0,0,0,0,4
740,24.69,0,0,0,0,4
741,24.72,0,0,0,0,4
742,24.76,0,0,0,0,3
743,24.79,0,0,0,1,3
744,24.82,0,0,0,1,3
745,24.86,0,1,0,0,3
746,24.89,0,1,0,0,3
747,24.92,0,1,0,0,3
748,24.96,0,2,0,1,4
749,24.99,0,2,0,1,3
750,25.03,0,2,0,1,3
751,25.06,0,1,0,1,3
752,25.09,0,1,0,1,3
753,25.13,0,1,0,1,3
754,25.16,0,1,0,1,3
755,25.19,0,1,0,1,3
756,25.23,0,1,0,0,3
757,25.26,0,1,0,1,3
758,25.29,0,1,0,1,3
759,25.33,0,1,0,1,3
760,25.36,0,1,0,0,3
761,25.39,0,1,0,0,3
762,25.43,0,1,0,0,3
763,25.46,0,1,0,1,3
764,25.49,0,0,0,1,3
765,25.53,0,0,0,1,3
766,25.56,0,1,0,1,3
767,25.59,0,1,0,1,3
768,25.63,0,0,0,1,3
769,25.66,0,2,0,1,4
770,25.69,0,2,0,1,3
771,25.73,0,2,0,1,3
772,25.76,0,2,0,1,3
773,25.79,0,2,0,1,4
774,25.83,0,2,0,1,4
775,25.86,0,2,0,1,4
776,25.89,0,1,0,1,4
777,25.93,0,2,0,1,4
778,25.96,0,1,0,1,5
779,25.99,0,1,0,1,5
780,26.03,0,1,0,1,4
781,26.06,0,2,0,1,5
782,26.09,0,2,0,1,5
783,26.13,0,2,0,1,5
784,26.16,0,2,0,1,5
785,26.19,0,2,0,1,5
786,26.23,0,2,0,1,5
787,26.26,0,2,0,1,5
788,26.29,0,2,0,1,5
789,26.33,0,2,0,1,5
790,26.36,0,2,0,1,5
791,26.39,0,2,0,1,5
792,26.43,0,2,0,1,5
793,26.46,0,2,0,1,5
794,26.49,0,2,0,1,5
795,26.53,0,2,0,1,5
796,26.56,0,2,0,1,5
797,26.59,0,2,0,1,4
798,26.63,0,2,0,1,3
799,26.66,0,2,0,1,3
800,26.69,0,2,0,1,3
801,26.73,0,2,0,1,3
802,26.76,0,2,0,1,3
803,26.79,0,2,0,1,3
804,26.83,0,2,0,1,3
805,26.86,0,2,0,1,3
806,26.89,0,2,0,1,4
807,26.93,0,2,0,1,5
808,26.96,0,2,0,1,5
809,26.99,0,2,0,1,4
810,27.03,0,2,0,1,4
811,27.06,0,2,0,1,4
812,27.09,0,2,0,1,3
813,27.13,0,2,0,1,3
814,27.16,0,2,0,1,3
815,27.19,0,2,0,0,2
816,27.23,0,2,0,1,3
817,27.26,0,2,0,1,3
818,27.29,0,2,0,1,4
819,27.33,0,2,0,1,4
820,27.36,0,1,0,1,4
821,27.39,0,1,0,1,4
822,27.43,0,1,0,2,4
823,27.46,0,1,0,2,4
824,27.49,0,1,0,1,4
825,27.53,0,1,0,1,4
826,27.56,0,1,0,1,4
827,27.59,0,1,0,1,4
828,27.63,0,1,0,0,4
829,27.66,0,1,0,0,4
830,27.69,0,1,0,2,4
831,27.73,0,1,0,2,4
832,27.76,0,2,0,2,4
833,27.79,0,1,0,2,4
834,27.83,0,1,0,2,4
835,27.86,0,1,0,3,4
836,27.89,0,2,0,2,4
837,27.93,0,2,0,2,4
838,27.96,0,2,0,2,4
839,27.99,0,1,0,1,4
840,28.03,0,1,0,1,4
841,28.06,0,1,0,0,4
842,28.09,0,1,0,1,2
843,28.13,0,1,0,1,2
844,28.16,0,1,0,1,2
845,28.19,0,1,0,2,3
846,28.23,0,2,0,1,2
847,28.26,0,1,0,2,2
848,28.29,0,0,0,1,2
849,28.33,0,1,0,1,2
850,28.36,0,1,0,1,2
851,28.40,0,1,0,1,2
852,28.43,0,1,0,1,2
853,28.46,0,1,0,1,2
854,28.50,0,1,0,0,2
855,28.53,0,1,0,0,2
856,28.56,0,1,0,0,2
857,28.60,0,1,0,1,2
858,28.63,0,1,0,0,2
859,28.66,0,1,0,0,2
860,28.70,0,1,0,0,3
861,28.73,0,1,0,0,3
862,28.76,0,0,0,0,3
863,28.80,0,1,0,1,2
864,28.83,0,1,0,0,2
865,28.86,0,1,0,0,3
866,28.90,0,1,0,0,3
867,28.93,0,1,0,0,3
868,28.96,0,1,0,0,3
869,29.00,0,1,0,0,3
870,29.03,0,1,0,0,3
