frame,timestamp,Entrance,Waiting,Reception,Dining,Kitchen
5230,174.51,0,0,0,1,6
5231,174.54,0,0,0,1,5
5232,174.57,0,0,0,1,5
5233,174.61,0,0,0,1,5
5234,174.64,0,0,0,1,6
5235,174.67,0,0,0,1,6
5236,174.71,0,0,0,1,6
5237,174.74,0,0,0,1,6
5238,174.77,0,0,0,1,6
5239,174.81,0,0,0,1,6
5240,174.84,0,0,0,1,5
5241,174.87,0,0,0,1,5
5242,174.91,0,0,0,1,5
5243,174.94,0,0,0,1,6
5244,174.97,0,0,0,1,7
5245,175.01,0,0,0,1,7
5246,175.04,0,0,0,1,6
5247,175.07,0,0,0,1,6
5248,175.11,0,0,0,1,5
5249,175.14,0,0,0,1,6
5250,175.18,0,0,0,1,6
5251,175.21,0,0,0,1,6
5252,175.24,0,0,0,1,5
5253,175.28,0,0,0,1,5
5254,175.31,0,0,0,1,5
5255,175.34,0,0,0,1,6
5256,175.38,0,0,0,1,6
5257,175.41,0,0,0,1,6
5258,175.44,0,0,0,1,6
5259,175.48,0,0,0,1,6
5260,175.51,0,0,0,1,6
5261,175.54,0,0,0,1,5
5262,175.58,0,0,0,1,6
5263,175.61,0,0,0,1,6
5264,175.64,0,0,0,1,3
5265,175.68,0,0,0,1,3
5266,175.71,0,0,0,1,3
5267,175.74,0,0,0,1,3
5268,175.78,0,0,0,1,2
5269,175.81,0,0,0,1,2
5270,175.84,0,0,0,1,3
5271,175.88,0,0,0,1,3
5272,175.91,0,0,0,1,3
5273,175.94,0,0,0,1,3
5274,175.98,0,0,0,1,3
5275,176.01,0,0,0,1,3
5276,176.04,0,0,0,1,3
5277,176.08,0,0,0,1,4
5278,176.11,0,0,0,1,4
5279,176.14,0,0,0,1,4
5280,176.18,0,0,0,1,4
5281,176.21,0,0,0,1,4
5282,176.24,0,0,0,0,6
5283,176.28,0,0,0,0,7
5284,176.31,0,0,0,0,7
5285,176.34,0,0,0,0,8
5286,176.38,0,1,0,0,8
5287,176.41,0,1,0,0,8
5288,176.44,0,1,0,0,8
5289,176.48,0,0,0,0,8
5290,176.51,0,0,0,0,8
5291,176.54,0,0,0,0,8
5292,176.58,0,0,0,0,8
5293,176.61,0,0,0,0,8
5294,176.64,0,1,0,0,7
5295,176.68,0,1,0,0,7
5296,176.71,0,1,0,0,7
5297,176.74,0,1,0,0,7
5298,176.78,0,1,0,0,7
5299,176.81,0,1,0,0,7
5300,176.84,0,1,0,0,7
5301,176.88,0,1,0,0,6
5302,176.91,0,1,0,0,7
5303,176.94,0,1,0,0,7
5304,176.98,0,1,0,0,7
5305,177.01,0,1,0,0,7
5306,177.04,0,1,0,0,7
5307,177.08,0,1,0,0,8
5308,177.11,0,1,0,0,8
5309,177.14,0,1,0,0,8
5310,177.18,0,1,0,0,7
5311,177.21,0,1,0,0,8
5312,177.24,0,1,0,0,8
5313,177.28,0,1,0,0,8
5314,177.31,0,1,0,0,9
5315,177.34,0,1,0,0,9
5316,177.38,0,1,0,0,8
5317,177.41,0,1,0,0,8
5318,177.44,0,1,0,0,9
5319,177.48,0,1,0,0,7
5320,177.51,0,1,0,0,7
5321,177.54,0,1,0,0,7
5322,177.58,0,1,0,0,7
5323,177.61,0,1,0,0,7
5324,177.64,0,1,0,0,7
5325,177.68,0,1,0,0,6
5326,177.71,0,1,0,0,7
5327,177.74,0,1,0,0,7
5328,177.78,0,1,0,0,7
5329,177.81,0,1,0,0,7
5330,177.84,0,1,0,0,7
5331,177.88,0,1,0,0,7
5332,177.91,0,1,0,0,7
5333,177.94,0,1,0,0,8
5334,177.98,0,1,0,0,6
5335,178.01,0,1,0,0,7
5336,178.04,0,1,0,0,7
5337,178.08,0,1,0,0,5
5338,178.11,0,1,0,0,5
5339,178.14,0,1,0,0,5
5340,178.18,0,1,0,0,3
5341,178.21,0,1,0,0,4
5342,178.24,0,1,0,0,3
5343,178.28,0,1,0,0,4
5344,178.31,0,1,0,0,5
5345,178.34,0,1,0,0,5
5346,178.38,0,1,0,0,4
5347,178.41,0,1,0,0,5
5348,178.44,0,1,0,0,5
5349,178.48,0,1,0,0,6
5350,178.51,1,1,0,0,5
5351,178.55,1,1,0,0,5
5352,178.58,1,1,0,0,6
5353,178.61,1,1,0,0,8
5354,178.65,1,1,0,0,8
5355,178.68,0,2,0,0,5
5356,178.71,0,2,0,0,6
5357,178.75,0,2,0,0,6
5358,178.78,0,2,0,0,4
5359,178.81,0,2,0,0,4
5360,178.85,0,2,0,0,4
5361,178.88,0,2,0,0,5
5362,178.91,0,2,0,0,5
5363,178.95,0,2,0,0,5
5364,178.98,0,2,0,0,5
5365,179.01,0,2,0,0,5
5366,179.05,0,2,0,0,4
5367,179.08,0,2,0,0,3
5368,179.11,0,2,0,0,3
5369,179.15,0,2,0,0,3
5370,179.18,0,2,0,0,6
5371,179.21,0,2,0,0,6
5372,179.25,0,2,0,0,6
5373,179.28,0,2,0,0,6
5374,179.31,0,2,0,0,6
5375,179.35,0,2,0,0,5
5376,179.38,0,2,0,0,4
5377,179.41,0,2,0,0,4
5378,179.45,0,2,0,0,4
5379,179.48,0,2,0,0,4
5380,179.51,0,2,0,0,4
5381,179.55,0,2,0,0,4
5382,179.58,0,2,0,0,5
5383,179.61,0,2,0,0,5
5384,179.65,0,2,0,0,5
5385,179.68,0,2,0,0,4
5386,179.71,0,2,0,0,4
5387,179.75,0,2,0,0,4
5388,179.78,0,2,0,0,4
5389,179.81,0,2,0,0,4
5390,179.85,0,2,0,0,4
5391,179.88,0,2,0,0,4
5392,179.91,0,2,0,0,4
5393,179.95,0,2,0,0,4
5394,179.98,0,2,0,0,4
5395,180.01,0,2,0,0,4
5396,180.05,0,2,0,0,4
5397,180.08,0,2,0,0,4
5398,180.11,0,2,0,0,4
5399,180.15,0,2,0,0,4
5400,180.18,0,2,0,0,4
5401,180.21,0,2,0,0,5
5402,180.25,0,2,0,0,5
5403,180.28,0,2,0,0,5
5404,180.31,0,2,0,0,4
5405,180.35,0,2,0,0,5
5406,180.38,0,2,0,0,5
5407,180.41,0,2,0,0,5
5408,180.45,0,2,0,0,5
5409,180.48,0,2,0,0,5
5410,180.51,0,2,0,0,5
5411,180.55,0,2,0,0,6
5412,180.58,0,2,0,0,6
5413,180.61,0,2,0,0,5
5414,180.65,0,2,0,0,5
5415,180.68,0,2,0,0,5
5416,180.71,0,2,0,0,3
5417,180.75,0,2,0,0,3
5418,180.78,0,2,0,0,4
5419,180.81,0,2,0,0,3
5420,180.85,0,2,0,0,4
5421,180.88,0,2,0,0,4
5422,180.91,0,2,0,0,5
5423,180.95,0,2,0,0,6
5424,180.98,0,2,0,0,6
5425,181.01,0,2,0,0,6
5426,181.05,0,2,0,0,6
5427,181.08,0,2,0,0,6
5428,181.11,0,2,0,0,6
5429,181.15,0,2,0,0,6
5430,181.18,0,2,0,0,6
5431,181.21,0,2,0,0,5
5432,181.25,0,2,0,0,5
5433,181.28,0,2,0,0,6
5434,181.31,0,2,0,0,4
5435,181.35,0,2,0,0,5
5436,181.38,0,2,0,0,5
5437,181.41,0,2,0,0,5
5438,181.45,0,2,0,0,5
5439,181.48,0,2,0,0,5
5440,181.51,0,2,0,0,6
5441,181.55,0,2,0,0,6
5442,181.58,0,2,0,0,6
5443,181.61,0,2,0,0,6
5444,181.65,0,2,0,0,6
5445,181.68,0,2,0,0,6
5446,181.71,0,2,0,0,5
5447,181.75,0,2,0,0,5
5448,181.78,0,2,0,0,5
5449,181.81,0,2,0,0,5
5450,181.85,0,2,0,0,5
5451,181.88,0,2,0,0,5
5452,181.92,0,2,0,0,4
5453,181.95,0,2,0,0,5
5454,181.98,0,2,0,0,5
5455,182.02,0,2,0,0,5
5456,182.05,0,2,0,0,5
5457,182.08,0,2,0,0,5
5458,182.12,0,2,0,0,5
5459,182.15,0,2,0,0,5
5460,182.18,0,2,0,0,5
5461,182.22,0,2,0,0,5
5462,182.25,0,2,0,0,5
5463,182.28,0,2,0,0,5
5464,182.32,0,2,0,0,6
5465,182.35,0,2,0,0,6
5466,182.38,0,2,0,0,6
5467,182.42,0,2,0,0,6
5468,182.45,0,2,0,0,6
5469,182.48,0,2,0,0,6
5470,182.52,0,2,0,1,4
5471,182.55,0,2,0,1,4
5472,182.58,0,2,0,1,4
5473,182.62,0,2,0,1,4
5474,182.65,0,2,0,1,4
5475,182.68,0,2,0,1,4
5476,182.72,0,2,0,1,4
5477,182.75,0,2,0,1,4
5478,182.78,0,2,0,1,4
5479,182.82,0,2,0,1,4
5480,182.85,0,2,0,1,4
5481,182.88,0,2,0,1,5
5482,182.92,0,2,0,1,5
5483,182.95,0,2,0,1,4
5484,182.98,0,2,0,1,5
5485,183.02,0,2,0,1,5
5486,183.05,0,2,0,1,4
5487,183.08,0,2,0,1,4
5488,183.12,0,2,0,1,4
5489,183.15,0,2,0,1,5
5490,183.18,0,2,0,1,5
5491,183.22,0,2,0,1,5
5492,183.25,0,2,0,1,5
5493,183.28,0,2,0,2,5
5494,183.32,0,2,0,2,5
5495,183.35,0,2,0,1,5
5496,183.38,0,2,0,1,5
5497,183.42,0,2,0,1,5
5498,183.45,0,2,0,1,5
5499,183.48,0,2,0,1,5
5500,183.52,0,2,0,1,5
5501,183.55,0,2,0,1,4
5502,183.58,0,2,0,1,4
5503,183.62,0,2,0,1,4
5504,183.65,0,2,0,1,5
5505,183.68,0,2,0,1,5
5506,183.72,0,2,0,1,5
5507,183.75,0,2,0,1,5
5508,183.78,0,2,0,1,5
5509,183.82,0,2,0,1,5
5510,183.85,0,2,0,1,5
5511,183.88,0,2,0,1,5
5512,183.92,0,2,0,1,5
5513,183.95,0,2,0,1,5
5514,183.98,0,2,0,1,5
5515,184.02,0,2,0,1,5
5516,184.05,0,2,0,1,6
5517,184.08,0,2,0,1,5
5518,184.12,0,2,0,1,5
5519,184.15,0,2,0,1,7
5520,184.18,0,2,0,1,7
5521,184.22,0,2,0,1,7
5522,184.25,0,2,0,1,7
5523,184.28,0,2,0,1,7
5524,184.32,0,2,0,1,7
5525,184.35,0,2,0,1,7
5526,184.38,0,2,0,1,7
5527,184.42,0,2,0,1,7
5528,184.45,0,2,0,1,7
5529,184.48,0,2,0,1,7
5530,184.52,0,2,0,1,7
5531,184.55,0,2,0,1,7
5532,184.58,0,2,0,1,7
5533,184.62,0,2,0,1,7
5534,184.65,0,2,0,1,7
5535,184.68,0,2,0,1,7
5536,184.72,0,2,0,1,7
5537,184.75,0,2,0,1,6
5538,184.78,0,2,0,1,6
5539,184.82,0,2,0,1,6
5540,184.85,0,2,0,1,6
5541,184.88,0,2,0,1,6
5542,184.92,0,2,0,1,6
5543,184.95,0,2,0,1,7
5544,184.98,0,2,0,1,7
5545,185.02,0,2,0,1,7
5546,185.05,0,2,0,1,7
5547,185.08,0,2,0,1,7
5548,185.12,0,2,0,1,7
5549,185.15,0,2,0,1,7
5550,185.19,0,2,0,1,7
5551,185.22,0,2,0,1,7
5552,185.25,0,2,0,1,8
5553,185.29,0,2,0,1,8
5554,185.32,0,2,0,1,8
5555,185.35,0,2,0,1,7
5556,185.39,0,2,0,1,7
5557,185.42,0,2,0,1,7
5558,185.45,0,2,0,1,7
5559,185.49,0,2,0,1,7
5560,185.52,0,2,0,1,7
5561,185.55,0,2,0,1,8
5562,185.59,0,2,0,1,7
5563,185.62,0,2,0,1,7
5564,185.65,0,2,0,1,7
5565,185.69,0,2,0,1,7
5566,185.72,0,2,0,1,8
5567,185.75,0,2,0,1,8
5568,185.79,0,2,0,1,8
5569,185.82,0,2,0,1,8
5570,185.85,0,2,0,1,8
5571,185.89,0,2,0,1,7
5572,185.92,0,2,0,1,7
5573,185.95,0,2,0,1,7
5574,185.99,0,2,0,1,7
5575,186.02,0,2,0,1,7
5576,186.05,0,2,0,1,7
5577,186.09,0,2,0,1,7
5578,186.12,0,2,0,1,7
5579,186.15,0,2,0,1,7
5580,186.19,0,2,0,0,7
5581,186.22,0,2,0,1,7
5582,186.25,0,2,0,1,7
5583,186.29,0,2,0,1,6
5584,186.32,0,2,0,1,6
5585,186.35,0,2,0,0,6
5586,186.39,0,2,0,1,6
5587,186.42,0,2,0,1,6
5588,186.45,0,2,0,1,6
5589,186.49,0,2,0,0,6
5590,186.52,0,2,0,0,6
5591,186.55,0,2,0,0,6
5592,186.59,0,2,0,0,5
5593,186.62,0,2,0,0,5
5594,186.65,0,2,0,0,5
5595,186.69,0,2,0,0,6
5596,186.72,0,2,0,0,6
5597,186.75,0,2,0,0,6
5598,186.79,0,2,0,0,6
5599,186.82,0,2,0,0,6
5600,186.85,0,2,0,0,6
5601,186.89,0,2,0,0,7
5602,186.92,0,2,0,0,7
5603,186.95,0,2,0,0,7
5604,186.99,0,2,0,0,6
5605,187.02,0,2,0,0,6
5606,187.05,0,2,0,0,6
5607,187.09,0,2,0,0,6
5608,187.12,0,2,0,0,6
5609,187.15,0,2,0,0,6
5610,187.19,0,2,0,0,5
5611,187.22,0,2,0,1,5
5612,187.25,0,2,0,1,6
5613,187.29,0,2,0,1,5
5614,187.32,0,2,0,1,5
5615,187.35,0,2,0,1,5
5616,187.39,0,2,0,1,4
5617,187.42,0,2,0,1,4
5618,187.45,0,2,0,1,4
5619,187.49,0,2,0,1,5
5620,187.52,0,2,0,1,5
5621,187.55,0,2,0,1,5
5622,187.59,0,2,0,1,4
5623,187.62,0,2,0,1,5
5624,187.65,0,2,0,1,5
5625,187.69,0,2,0,1,5
5626,187.72,0,2,0,1,5
5627,187.75,0,2,0,1,4
5628,187.79,0,2,0,1,5
5629,187.82,0,2,0,1,5
5630,187.85,0,2,0,1,5
5631,187.89,0,2,0,1,4
5632,187.92,0,2,0,1,4
5633,187.95,0,2,0,1,4
5634,187.99,0,2,0,1,5
5635,188.02,0,2,0,1,5
5636,188.05,0,2,0,1,4
5637,188.09,0,2,0,1,5
5638,188.12,0,2,0,1,5
5639,188.15,0,2,0,1,5
5640,188.19,0,2,0,1,5
5641,188.22,0,2,0,1,5
5642,188.25,0,2,0,1,5
5643,188.29,0,2,0,1,5
5644,188.32,0,2,0,1,5
5645,188.35,0,2,0,1,5
5646,188.39,0,2,0,1,5
5647,188.42,0,2,0,1,5
5648,188.45,0,2,0,1,5
5649,188.49,0,2,0,1,6
5650,188.52,0,2,0,1,6
5651,188.56,0,2,0,1,6
5652,188.59,0,2,0,1,6
5653,188.62,0,2,0,1,6
5654,188.66,0,2,0,1,6
5655,188.69,0,2,0,1,6
5656,188.72,0,2,0,1,6
5657,188.76,0,2,0,1,6
5658,188.79,0,2,0,1,6
5659,188.82,0,2,0,1,6
5660,188.86,0,2,0,1,6
5661,188.89,0,2,0,1,6
5662,188.92,0,2,0,1,6
5663,188.96,0,2,0,1,6
5664,188.99,0,2,0,1,6
5665,189.02,0,2,0,1,6
5666,189.06,0,2,0,1,6
5667,189.09,0,2,0,1,6
5668,189.12,0,2,0,1,6
5669,189.16,0,2,0,1,6
5670,189.19,0,2,0,1,6
5671,189.22,0,2,0,1,6
5672,189.26,0,2,0,1,6
5673,189.29,0,2,0,1,6
5674,189.32,0,2,0,1,6
5675,189.36,0,2,0,1,6
5676,189.39,0,2,0,1,6
5677,189.42,0,2,0,1,6
5678,189.46,0,2,0,1,6
5679,189.49,0,2,0,1,6
5680,189.52,0,2,0,1,6
5681,189.56,0,2,0,1,6
5682,189.59,0,2,0,1,6
5683,189.62,0,2,0,1,6
5684,189.66,0,2,0,1,6
5685,189.69,0,2,0,1,6
5686,189.72,0,2,0,1,5
5687,189.76,0,2,0,1,5
5688,189.79,0,2,0,1,5
5689,189.82,0,2,0,1,5
5690,189.86,0,2,0,1,5
5691,189.89,0,2,0,1,5
5692,189.92,0,2,0,1,6
5693,189.96,0,2,0,1,6
5694,189.99,0,2,0,1,6
5695,190.02,0,2,0,1,6
5696,190.06,0,2,0,1,6
5697,190.09,0,2,0,1,6
5698,190.12,0,2,0,1,6
5699,190.16,0,2,0,1,6
5700,190.19,0,2,0,1,6
5701,190.22,0,2,0,1,6
5702,190.26,0,2,0,1,5
5703,190.29,0,2,0,1,5
5704,190.32,0,2,0,1,5
5705,190.36,0,2,0,1,5
5706,190.39,0,2,0,1,5
5707,190.42,0,1,0,1,6
5708,190.46,0,1,0,1,6
5709,190.49,0,2,0,1,6
5710,190.52,0,1,0,1,6
5711,190.56,0,1,0,1,6
5712,190.59,0,1,0,1,6
5713,190.62,0,2,0,1,6
5714,190.66,0,2,0,1,6
5715,190.69,0,2,0,1,6
5716,190.72,0,2,0,1,6
5717,190.76,0,2,0,1,6
5718,190.79,0,2,0,1,6
5719,190.82,0,2,0,1,6
5720,190.86,0,2,0,1,6
5721,190.89,0,2,0,1,6
5722,190.92,0,2,0,1,6
5723,190.96,0,2,0,1,6
5724,190.99,0,2,0,1,6
5725,191.02,0,2,0,1,6
5726,191.06,0,2,0,1,6
5727,191.09,0,2,0,1,6
5728,191.12,0,2,0,1,6
5729,191.16,0,2,0,1,6
5730,191.19,0,2,0,1,6
5731,191.22,0,2,0,1,6
5732,191.26,0,2,0,1,6
5733,191.29,0,2,0,1,6
5734,191.32,0,2,0,1,6
5735,191.36,0,2,0,1,6
5736,191.39,0,2,0,1,6
5737,191.42,0,2,0,1,6
5738,191.46,0,2,0,1,6
5739,191.49,0,2,0,1,6
5740,191.52,0,2,0,1,6
5741,191.56,0,2,0,1,6
5742,191.59,0,2,0,1,6
5743,191.62,0,2,0,1,6
5744,191.66,0,2,0,1,5
5745,191.69,0,2,0,1,5
5746,191.72,0,2,0,1,5
5747,191.76,0,2,0,1,5
5748,191.79,0,2,0,1,5
5749,191.82,0,2,0,1,5
5750,191.86,0,2,0,1,5
5751,191.89,0,2,0,1,5
5752,191.93,0,2,0,1,5
5753,191.96,0,2,0,1,5
5754,191.99,0,2,0,1,5
5755,192.03,0,2,0,1,5
5756,192.06,0,2,0,1,5
5757,192.09,0,2,0,1,5
5758,192.13,0,2,0,1,5
5759,192.16,0,2,0,1,5
5760,192.19,0,2,0,1,5
5761,192.23,0,2,0,1,5
5762,192.26,0,2,0,1,5
5763,192.29,0,2,0,1,5
5764,192.33,0,2,0,1,5
5765,192.36,0,2,0,1,5
5766,192.39,0,2,0,1,5
5767,192.43,0,2,0,1,5
5768,192.46,0,2,0,1,5
5769,192.49,0,2,0,1,5
5770,192.53,0,2,0,1,5
5771,192.56,0,2,0,1,5
5772,192.59,0,2,0,1,5
5773,192.63,0,2,0,1,5
5774,192.66,0,2,0,1,5
5775,192.69,0,2,0,1,5
5776,192.73,0,2,0,1,5
5777,192.76,0,2,0,1,5
5778,192.79,0,2,0,1,5
5779,192.83,0,2,0,1,5
5780,192.86,0,2,0,1,5
5781,192.89,0,2,0,1,5
5782,192.93,0,2,0,1,5
5783,192.96,0,2,0,1,5
5784,192.99,0,2,0,1,5
5785,193.03,0,2,0,1,5
5786,193.06,0,2,0,1,5
5787,193.09,0,2,0,1,5
5788,193.13,0,2,0,1,5
5789,193.16,0,2,0,1,5
5790,193.19,0,2,0,1,5
5791,193.23,0,2,0,1,5
5792,193.26,0,2,0,1,5
5793,193.29,0,2,0,1,5
5794,193.33,0,2,0,1,5
5795,193.36,0,2,0,1,5
5796,193.39,0,2,0,1,5
5797,193.43,0,2,0,1,5
5798,193.46,0,2,0,1,5
5799,193.49,0,2,0,1,5
5800,193.53,0,2,0,1,5
5801,193.56,0,2,0,1,4
5802,193.59,0,2,0,1,5
5803,193.63,0,2,0,1,5
5804,193.66,0,2,0,1,5
5805,193.69,0,2,0,1,5
5806,193.73,0,2,0,1,5
5807,193.76,0,2,0,1,5
5808,193.79,0,2,0,1,5
5809,193.83,0,2,0,1,5
5810,193.86,0,2,0,1,5
5811,193.89,0,2,0,1,5
5812,193.93,0,2,0,1,5
5813,193.96,0,2,0,1,5
5814,193.99,0,2,0,1,5
5815,194.03,0,2,0,1,5
5816,194.06,0,2,0,1,5
5817,194.09,0,2,0,1,5
5818,194.13,0,2,0,1,5
5819,194.16,0,2,0,1,5
5820,194.19,0,2,0,1,5
5821,194.23,0,2,0,1,5
5822,194.26,0,2,0,1,5
5823,194.29,0,2,0,1,5
5824,194.33,0,2,0,1,5
5825,194.36,0,2,0,1,5
5826,194.39,0,2,0,1,5
5827,194.43,0,2,0,1,5
5828,194.46,0,2,0,1,5
5829,194.49,0,2,0,1,5
5830,194.53,0,3,0,1,5
5831,194.56,0,3,0,1,5
5832,194.59,0,2,0,1,5
5833,194.63,0,2,0,1,5
5834,194.66,0,2,0,1,5
5835,194.69,0,2,0,1,5
5836,194.73,0,2,0,1,5
5837,194.76,0,2,0,1,4
5838,194.79,0,2,0,1,5
5839,194.83,0,2,0,1,5
5840,194.86,0,3,0,1,5
5841,194.89,0,3,0,1,5
5842,194.93,0,3,0,1,5
5843,194.96,0,3,0,1,5
5844,194.99,0,3,0,1,5
5845,195.03,0,3,0,1,5
5846,195.06,0,3,0,1,5
5847,195.09,0,3,0,1,5
5848,195.13,0,3,0,1,5
5849,195.16,0,3,0,1,5
5850,195.19,0,3,0,1,5
5851,195.23,0,3,0,1,5
5852,195.26,0,3,0,1,5
5853,195.30,0,3,0,1,5
5854,195.33,1,3,0,1,5
5855,195.36,1,3,0,1,5
5856,195.40,2,2,0,1,5
5857,195.43,2,2,0,1,5
5858,195.46,2,2,0,1,5
5859,195.50,2,2,0,1,5
5860,195.53,2,2,0,1,5
5861,195.56,2,2,0,1,5
5862,195.60,2,2,0,1,5
5863,195.63,2,2,0,1,5
5864,195.66,2,2,0,1,5
5865,195.70,2,2,0,1,5
5866,195.73,2,2,0,1,5
5867,195.76,2,2,0,1,5
5868,195.80,1,3,0,1,5
5869,195.83,1,3,0,1,5
5870,195.86,1,3,0,1,5
5871,195.90,1,3,0,1,5
5872,195.93,1,3,0,1,5
5873,195.96,1,3,0,1,5
5874,196.00,0,4,0,1,5
5875,196.03,0,4,0,1,5
5876,196.06,0,4,0,1,5
5877,196.10,0,4,0,1,5
5878,196.13,0,4,0,1,5
5879,196.16,0,4,0,1,5
5880,196.20,0,4,0,1,5
5881,196.23,1,3,0,1,5
5882,196.26,1,3,0,1,5
5883,196.30,0,4,0,1,4
5884,196.33,0,4,0,1,4
5885,196.36,0,4,0,1,4
5886,196.40,0,4,0,1,5
5887,196.43,0,4,0,1,5
5888,196.46,0,4,0,1,5
5889,196.50,0,4,0,1,4
5890,196.53,0,4,0,1,4
5891,196.56,0,4,0,1,4
5892,196.60,0,4,0,1,4
5893,196.63,0,4,0,1,4
5894,196.66,0,4,0,1,4
5895,196.70,0,4,0,1,4
5896,196.73,0,4,0,1,4
5897,196.76,0,4,0,1,4
5898,196.80,0,4,0,1,4
5899,196.83,0,4,0,1,4
5900,196.86,0,4,0,1,4
5901,196.90,1,3,0,1,4
5902,196.93,1,4,0,1,4
5903,196.96,1,4,0,1,4
5904,197.00,1,4,0,1,4
5905,197.03,1,4,0,1,5
5906,197.06,1,4,0,1,5
5907,197.10,0,5,0,1,5
5908,197.13,0,5,0,1,5
5909,197.16,0,5,0,1,5
5910,197.20,0,5,0,1,5
5911,197.23,0,5,0,1,4
5912,197.26,0,5,0,1,4
5913,197.30,0,5,0,1,4
5914,197.33,0,5,0,1,4
5915,197.36,0,5,0,1,5
5916,197.40,0,5,0,1,5
5917,197.43,0,5,0,1,6
5918,197.46,0,5,0,1,6
5919,197.50,0,5,0,1,6
5920,197.53,0,4,0,1,7
5921,197.56,0,4,0,1,7
5922,197.60,0,4,0,1,7
5923,197.63,0,4,0,1,7
5924,197.66,0,4,0,1,7
5925,197.70,0,4,0,1,7
5926,197.73,0,4,0,1,7
5927,197.76,0,4,0,1,7
5928,197.80,0,4,0,1,7
5929,197.83,0,4,0,1,7
5930,197.86,0,4,0,1,7
5931,197.90,0,4,0,1,7
5932,197.93,0,4,0,1,7
5933,197.96,0,4,0,1,7
5934,198.00,0,4,0,1,7
5935,198.03,0,4,0,1,7
5936,198.06,0,4,0,1,7
5937,198.10,0,4,0,1,7
5938,198.13,0,4,0,1,7
5939,198.16,0,4,0,1,7
5940,198.20,0,4,0,1,7
5941,198.23,0,4,0,1,7
5942,198.26,0,4,0,1,7
5943,198.30,0,4,0,1,7
5944,198.33,0,4,0,1,6
5945,198.36,0,4,0,1,6
5946,198.40,0,4,0,1,6
5947,198.43,1,3,0,1,5
5948,198.46,1,3,0,1,5
5949,198.50,1,3,0,1,5
5950,198.53,1,3,0,1,5
5951,198.57,1,3,0,1,5
5952,198.60,1,3,0,1,6
5953,198.63,1,3,0,1,5
5954,198.67,1,3,0,1,5
5955,198.70,1,3,0,1,6
5956,198.73,1,3,0,1,6
5957,198.77,1,3,0,1,5
5958,198.80,1,3,0,1,5
5959,198.83,1,3,0,1,4
5960,198.87,1,3,0,1,4
5961,198.90,1,3,0,1,4
5962,198.93,1,3,0,1,5
5963,198.97,1,3,0,1,5
5964,199.00,1,3,0,1,5
5965,199.03,1,3,0,1,5
5966,199.07,1,3,0,1,5
5967,199.10,1,3,0,1,5
5968,199.13,1,3,0,1,4
5969,199.17,1,3,0,1,4
5970,199.20,1,3,0,1,4
5971,199.23,1,3,0,1,4
5972,199.27,1,3,0,1,4
5973,199.30,1,3,0,1,4
5974,199.33,1,3,0,1,4
5975,199.37,1,3,0,1,5
5976,199.40,1,3,0,1,5
5977,199.43,1,3,0,1,5
5978,199.47,1,3,0,1,6
5979,199.50,1,3,0,1,6
5980,199.53,1,3,0,1,4
5981,199.57,1,4,0,1,4
5982,199.60,1,4,0,1,4
5983,199.63,1,4,0,1,4
5984,199.67,1,4,0,1,4
5985,199.70,1,4,0,1,4
5986,199.73,1,4,0,1,4
5987,199.77,1,4,0,1,4
5988,199.80,1,4,0,1,4
5989,199.83,1,3,0,1,4
5990,199.87,1,3,0,1,4
5991,199.90,1,3,0,1,4
5992,199.93,1,4,0,1,4
5993,199.97,1,3,0,1,4
5994,200.00,1,4,0,1,4
5995,200.03,1,4,0,1,4
5996,200.07,1,4,0,1,4
5997,200.10,1,4,0,1,3
5998,200.13,1,3,0,1,4
5999,200.17,1,3,0,1,4
6000,200.20,1,4,0,1,4
6001,200.23,1,3,0,1,4
6002,200.27,1,3,0,1,4
6003,200.30,1,3,0,1,4
6004,200.33,1,3,0,1,4
6005,200.37,1,3,0,1,4
6006,200.40,1,3,0,1,4
6007,200.43,1,3,0,1,4
6008,200.47,1,3,0,1,4
6009,200.50,1,3,0,1,4
6010,200.53,1,3,0,1,4
6011,200.57,1,3,0,1,4
6012,200.60,1,3,0,1,3
6013,200.63,1,3,0,1,3
6014,200.67,1,3,0,1,4
6015,200.70,1,3,0,1,4
6016,200.73,1,3,0,1,4
6017,200.77,1,3,0,1,4
6018,200.80,1,3,0,1,4
6019,200.83,1,3,0,1,4
6020,200.87,1,3,0,1,3
6021,200.90,1,3,0,1,3
6022,200.93,0,4,0,1,3
6023,200.97,0,4,0,1,3
6024,201.00,0,4,0,1,3
6025,201.03,0,4,0,1,3
6026,201.07,0,4,0,1,3
6027,201.10,0,4,0,1,3
6028,201.13,0,4,0,1,3
6029,201.17,0,4,0,1,3
6030,201.20,0,4,0,1,3
6031,201.23,0,4,0,1,3
6032,201.27,0,4,0,1,3
6033,201.30,0,4,0,1,3
6034,201.33,0,4,0,1,3
6035,201.37,0,4,0,1,3
6036,201.40,1,3,0,1,3
6037,201.43,1,3,0,1,3
6038,201.47,0,4,0,1,4
6039,201.50,0,4,0,1,4
6040,201.53,0,4,0,1,4
6041,201.57,0,4,0,1,4
6042,201.60,0,4,0,1,4
6043,201.63,0,4,0,1,4
6044,201.67,0,4,0,1,3
6045,201.70,0,4,0,1,3
6046,201.73,0,4,0,1,3
6047,201.77,0,4,0,1,4
6048,201.80,0,4,0,1,4
6049,201.83,0,4,0,1,4
6050,201.87,0,4,0,1,4
